"","x"
"914","ENSG00000174165"
"915","ENSG00000184305"
"916","ENSG00000082781"
"917","ENSG00000162144"
"918","ENSG00000229496"
"919","ENSG00000244038"
"920","ENSG00000163513"
"921","ENSG00000128567"
"922","ENSG00000187608"
"923","ENSG00000106829"
"924","ENSG00000143799"
"925","ENSG00000178605"
"926","ENSG00000278615"
"927","ENSG00000131508"
"928","ENSG00000065150"
"929","ENSG00000164062"
"930","ENSG00000125912"
"931","ENSG00000144381"
"932","ENSG00000102743"
"933","ENSG00000134759"
"934","ENSG00000187534"
"935","ENSG00000165688"
"936","ENSG00000169567"
"937","ENSG00000213221"
"938","ENSG00000089006"
"939","ENSG00000196465"
"940","ENSG00000137055"
"941","ENSG00000123131"
"942","ENSG00000107341"
"943","ENSG00000162981"
"944","ENSG00000164924"
"945","ENSG00000159377"
"946","ENSG00000159259"
"947","ENSG00000127314"
"948","ENSG00000104522"
"949","ENSG00000138443"
"950","ENSG00000173894"
"951","ENSG00000162627"
"952","ENSG00000183751"
"953","ENSG00000180817"
"954","ENSG00000111266"
"955","ENSG00000197043"
"956","ENSG00000180879"
"957","ENSG00000102109"
"958","ENSG00000130731"
"959","ENSG00000233904"
"960","ENSG00000168488"
"961","ENSG00000103507"
"962","ENSG00000155959"
"963","ENSG00000126903"
"964","ENSG00000136868"
"965","ENSG00000109814"
"966","ENSG00000170525"
"967","ENSG00000125753"
"968","ENSG00000130935"
"969","ENSG00000137267"
"970","ENSG00000155876"
"971","ENSG00000263639"
"972","ENSG00000123136"
"973","ENSG00000148229"
"974","ENSG00000116830"
"975","ENSG00000086232"
"976","ENSG00000103942"
"977","ENSG00000281022"
"978","ENSG00000135547"
"979","ENSG00000171793"
"980","ENSG00000119522"
"981","ENSG00000160753"
"982","ENSG00000105197"
"983","ENSG00000196976"
"984","ENSG00000196126"
"985","ENSG00000103253"
"986","ENSG00000141854"
"987","ENSG00000140995"
"988","ENSG00000167182"
"989","ENSG00000130513"
"990","ENSG00000123505"
"991","ENSG00000105726"
"992","ENSG00000184343"
"993","ENSG00000176903"
